product_id,cluster
00003527_a,7
00003528_a,7
00003529_a,2
00003530_a,7
00003531_a,7
00003532_a,7
00003533_a,7
00003534_a,0
00003535_a,7
00003536_a,2
00003537_a,4
00003538_a,2
00003539_a,4
00003540_a,7
00003541_a,7
00003542_a,7
00003543_a,4
00003545_a,7
00003546_a,7
00003547_a,2
00003548_a,7
00003549_a,7
00003550_a,7
00003551_a,6
00003552_a,7
00003553_a,7
00003555_a,7
00003556_a,2
00003557_a,7
00003558_a,7
00003559_a,7
00003560_a,7
00003561_a,7
00003562_a,7
00003563_a,7
00003564_a,7
00003565_a,7
00003566_a,7
00003567_a,2
00003568_a,7
00003569_a,2
00003570_a,7
00003571_a,7
00003572_a,2
00003573_a,4
00003575_a,7
00003576_a,7
00003577_a,7
00003578_a,7
00003579_a,7
00003580_a,7
00003581_a,2
00003583_a,2
00003584_a,7
00003585_a,7
00003586_a,7
00003587_a,7
00003588_a,2
00003589_a,7
00003590_a,7
00003591_a,7
00003592_a,7
00003593_a,7
00003594_a,7
00003595_a,2
00003596_a,7
00003597_a,7
00003598_a,7
00003599_a,7
00003600_a,7
00003601_a,7
00003602_a,7
00003603_a,6
00003604_a,7
00003605_a,7
00003606_a,2
00003607_a,7
00003608_a,7
00003609_a,7
00003610_a,7
00003611_a,2
00003612_a,7
00003613_a,7
00003614_a,7
00003615_a,7
00003616_a,7
00003617_a,7
00003618_a,2
00003619_a,7
00003620_a,7
00003621_a,0
00003622_a,4
00003623_a,7
00003624_a,2
00003625_a,7
00003626_a,7
00003627_a,7
00003628_a,2
00003629_a,7
00003630_a,7
00003631_a,2
00003632_a,7
00003633_a,7
00003634_a,7
00003635_a,7
00003636_a,7
00003637_a,3
00003638_a,7
00003639_a,7
00003640_a,7
00003641_a,2
00003642_a,7
00003643_a,7
00003644_a,7
00003645_a,7
00003646_a,7
00003647_a,7
00003648_a,7
00003649_a,4
00003650_a,7
00003651_a,2
00003652_a,2
00003653_a,7
00003654_a,7
00003655_a,7
00003656_a,7
00003657_a,7
00003658_a,7
00003659_a,7
00003660_a,4
00003661_a,7
00003662_a,7
00003663_a,7
00003664_a,7
00003665_a,7
00003666_a,7
00003667_a,7
00003668_a,2
00003669_a,7
00003670_a,2
00003671_a,7
00003672_a,7
00003673_a,7
00003674_a,7
00003675_a,2
00003676_a,2
00003677_a,7
00003678_a,4
00003679_a,7
00003680_a,7
00003681_a,4
00003682_a,7
00003683_a,2
00003684_a,7
00003685_a,7
00003686_a,7
00003687_a,0
00003688_a,2
00003689_a,7
00003690_a,7
00003691_a,7
00003692_a,7
00003693_a,2
00003694_a,7
00003695_a,2
00003696_a,7
00003697_a,2
00003698_a,7
00003699_a,4
00003700_a,4
00003701_a,2
00003702_a,7
00003703_a,2
00003704_a,7
00003705_a,7
00003706_a,7
00003707_a,7
00003708_a,7
00003709_a,7
00003710_a,7
00003711_a,4
00003712_a,2
00003713_a,4
00003714_a,7
00003715_a,7
00003716_a,4
00003717_a,7
00003718_a,7
00003719_a,7
00003720_a,7
00003721_a,7
00003722_a,2
00003723_a,7
00003724_a,7
00003725_a,7
00003726_a,7
00003727_a,7
00003728_a,7
00003729_a,7
00003730_a,7
00003731_a,7
00003732_a,2
00003734_a,7
00003735_a,7
00003736_a,4
00003737_a,4
00003738_a,7
00003739_a,7
00003740_a,7
00003741_a,7
00003742_a,7
00003743_a,7
00003744_a,7
00003745_a,7
00003746_a,7
00003747_a,2
00003748_a,7
00003749_a,2
00003751_a,7
00003752_a,7
00003753_a,2
00003754_a,2
00003755_a,7
00003756_a,2
00003757_a,7
00003758_a,7
00003759_a,7
00003760_a,7
00003761_a,7
00003762_a,7
00003763_a,7
00003764_a,2
00003765_a,2
00003766_a,7
00003767_a,7
00003768_a,2
00003769_a,2
00003770_a,7
00003771_a,7
00003772_a,7
00003773_a,2
00003774_a,7
00003775_a,0
00003776_a,2
00003777_a,7
00003778_a,7
00003779_a,6
00003780_a,7
00003781_a,7
00003782_a,7
00003783_a,7
00003785_a,7
00003786_a,7
00003787_a,7
00003788_a,2
00003789_a,7
00003790_a,2
00003791_a,7
00003792_a,7
00003794_a,7
00003795_a,7
00003796_a,2
00003797_a,7
00003798_a,2
00003799_a,7
00003800_a,7
00003801_a,2
00003802_a,5
00003803_a,7
00003804_a,7
00003805_a,7
00003806_a,7
00003807_a,2
00003808_a,2
00003809_a,4
00003810_a,7
00003811_a,2
00003812_a,7
00003813_a,7
00003814_a,7
00003815_a,7
00003816_a,7
00003817_a,7
00003818_a,4
00003819_a,7
00003820_a,4
00003821_a,4
00003822_a,7
00003823_a,4
00003824_a,7
00003825_a,7
00003826_a,7
00003827_a,7
00003828_a,7
00003829_a,7
00003830_a,4
00003831_a,7
00003832_a,7
00003833_a,7
00003834_a,7
00003835_a,7
00003836_a,7
00003837_a,7
00003838_a,0
00003839_a,7
00003840_a,7
00003841_a,7
00003842_a,7
00003843_a,7
00003844_a,7
00003845_a,4
00003846_a,7
00003847_a,7
00003848_a,7
00003849_a,7
00003850_a,7
00003851_a,7
00003852_a,7
00003853_a,7
00003854_a,7
00003855_a,7
00003856_a,7
00003857_a,7
00003858_a,7
00003859_a,7
00003860_a,7
00003861_a,7
00003862_a,7
00003863_a,2
00003864_a,7
00003865_a,4
00003866_a,7
00003867_a,7
00003868_a,2
00003869_a,7
00003870_a,2
00003871_a,7
00003872_a,7
00003873_a,4
00003874_a,7
00003875_a,7
00003876_a,7
00003877_a,7
00003878_a,7
00003879_a,7
00003880_a,7
00003881_a,7
00003882_a,7
00003883_a,2
00003884_a,7
00003885_a,7
00003886_a,7
00003887_a,7
00003889_a,7
00003890_a,2
00003891_a,7
00003892_a,7
00003893_a,7
00003894_a,7
00003895_a,7
00003896_a,7
00003897_a,4
00003898_a,7
00003899_a,0
00003900_a,7
00003901_a,7
00003903_a,7
00003904_a,2
00003905_a,2
00003906_a,7
00003907_a,7
00003908_a,7
00003909_a,7
00003910_a,7
00003911_a,7
00003913_a,7
00003914_a,7
00003915_a,7
00003916_a,7
00003917_a,2
00003918_a,7
00003919_a,7
00003920_a,7
00003921_a,7
00003922_a,7
00003923_a,7
00003924_a,7
00003925_a,2
00003926_a,7
00003927_a,7
00003928_a,7
00003929_a,4
00003930_a,7
00003931_a,7
00003932_a,2
00003933_a,7
00003934_a,2
00003935_a,7
00003936_a,0
00003937_a,7
00003938_a,7
00003939_a,7
00003940_a,4
00003941_a,2
00003942_a,7
00003943_a,7
00003944_a,7
00003945_a,7
00003946_a,4
00003947_a,7
00003948_a,7
00003949_a,7
00003950_a,2
00003951_a,2
00003952_a,7
00003953_a,7
00003954_a,7
00003955_a,7
00003956_a,7
00003957_a,7
00003958_a,2
00003959_a,7
00003960_a,7
00003961_a,7
00003962_a,2
00003963_a,7
00003964_a,7
00003965_a,7
00003966_a,6
00003967_a,7
00003968_a,7
00003969_a,7
00003970_a,7
00003971_a,7
00003972_a,7
00003973_a,7
00003974_a,2
00003975_a,7
00003976_a,7
00003977_a,7
00003978_a,7
00003979_a,2
00003980_a,7
00003981_a,6
00003982_a,7
00003983_a,7
00003984_a,7
00003985_a,2
00003986_a,7
00003987_a,7
00003988_a,7
00003989_a,4
00003990_a,2
00003991_a,7
00003992_a,7
00003993_a,3
00003994_a,7
00003995_a,7
00003996_a,7
00003997_a,7
00003998_a,7
00003999_a,7
00004000_a,2
00004001_a,4
00004003_a,2
00004004_a,7
00004005_a,7
00004006_a,7
00004007_a,7
00004008_a,2
00004009_a,7
00004010_a,7
00004011_a,7
00004012_a,7
00004013_a,2
00004014_a,2
00004015_a,7
00004016_a,7
00004017_a,2
00004018_a,7
00004019_a,7
00004020_a,7
00004021_a,7
00004022_a,2
00004023_a,2
00004024_a,7
00004025_a,7
00004026_a,7
00004027_a,2
00004028_a,7
00004029_a,7
00004030_a,7
00004031_a,2
00004032_a,7
00004033_a,7
00004034_a,7
00004035_a,7
00004036_a,7
00004037_a,7
00004038_a,7
00004039_a,4
00004040_a,7
00004041_a,2
00004042_a,7
00004043_a,7
00004045_a,0
00004046_a,2
00004047_a,7
00004048_a,7
00004049_a,7
00004050_a,2
00004051_a,7
00004052_a,7
00004053_a,7
00004054_a,4
00004055_a,7
00004056_a,0
00004057_a,7
00004058_a,0
00004059_a,2
00004060_a,7
00004061_a,7
00004062_a,2
00004063_a,7
00004064_a,7
00004065_a,7
00004067_a,7
00004069_a,4
00004070_a,7
00004071_a,4
00004072_a,7
00004073_a,7
00004074_a,7
00004075_a,7
00004076_a,4
00004077_a,7
00004078_a,7
00004079_a,0
00004080_a,7
00004081_a,7
00004082_a,7
00004083_a,2
00004084_a,7
00004085_a,2
00004086_a,7
00004087_a,2
00004088_a,2
00004089_a,7
00004090_a,7
00004091_a,7
00004092_a,7
00004093_a,7
00004094_a,7
00004095_a,2
00004096_a,7
00004097_a,7
00004098_a,7
00004099_a,3
00004100_a,7
00004101_a,7
00004102_a,2
00004103_a,2
00004104_a,7
00004105_a,7
00004106_a,7
00004107_a,7
00004108_a,4
00004109_a,7
00004110_a,7
00004111_a,4
00004112_a,2
00004113_a,2
00004114_a,7
00004115_a,2
00004116_a,7
00004117_a,7
00004118_a,2
00004119_a,7
00004120_a,7
00004121_a,7
00004122_a,7
00004123_a,7
00004124_a,4
00004125_a,2
00004126_a,7
00004127_a,7
00004128_a,7
00004129_a,7
00004130_a,7
00004131_a,7
00004132_a,7
00004133_a,7
00004134_a,7
00004135_a,2
00004136_a,7
00004137_a,7
00004138_a,7
00004139_a,7
00004140_a,7
00004142_a,7
00004143_a,7
00004144_a,7
00004145_a,4
00004146_a,4
00004147_a,7
00004148_a,4
00004149_a,7
00004150_a,2
00004151_a,7
00004152_a,2
00004153_a,7
00004154_a,7
00004155_a,7
00004156_a,2
00004157_a,7
00004158_a,7
00004159_a,7
00004160_a,7
00004161_a,7
00004162_a,7
00004163_a,2
00004164_a,2
00004166_a,2
00004167_a,7
00004168_a,7
00004169_a,4
00004170_a,7
00004171_a,2
00004172_a,7
00004173_a,7
00004174_a,7
00004175_a,4
00004176_a,7
00004177_a,7
00004178_a,7
00004179_a,4
00004180_a,7
00004181_a,7
00004182_a,6
00004183_a,7
00004184_a,7
00004185_a,7
00004186_a,7
00004187_a,7
00004188_a,4
00004189_a,7
00004190_a,2
00004191_a,0
00004192_a,7
00004193_a,7
00004194_a,7
00004195_a,2
00004196_a,7
00004197_a,4
00004198_a,7
00004199_a,7
00004200_a,3
00004201_a,7
00004202_a,7
00004203_a,4
00004204_a,7
00004205_a,7
00004206_a,7
00004207_a,2
00004208_a,7
00004209_a,7
00004210_a,7
00004211_a,7
00004212_a,4
00004213_a,2
00004214_a,7
00004215_a,7
00004216_a,7
00004217_a,7
00004218_a,6
00004219_a,7
00004220_a,7
00004221_a,7
00004222_a,2
00004223_a,7
00004224_a,2
00004225_a,7
00004226_a,2
00004227_a,7
00004228_a,7
00004230_a,7
00004231_a,7
00004232_a,2
00004233_a,7
00004234_a,2
00004235_a,7
00004236_a,7
00004237_a,7
00004238_a,2
00004239_a,7
00004240_a,7
00004241_a,7
00004242_a,7
00004243_a,7
00004244_a,7
00004245_a,7
00004246_a,7
00004247_a,7
00004248_a,4
00004249_a,4
00004250_a,2
00004251_a,7
00004252_a,7
00004253_a,7
00004254_a,7
00004255_a,7
00004256_a,2
00004257_a,7
00004258_a,2
00004259_a,4
00004260_a,7
00004261_a,7
00004262_a,7
00004263_a,2
00004264_a,4
00004265_a,2
00004266_a,7
00004267_a,7
00004268_a,7
00004269_a,7
00004270_a,7
00004271_a,2
00004272_a,7
00004273_a,7
00004274_a,7
00004275_a,2
00004276_a,7
00004277_a,7
00004278_a,7
00004279_a,7
00004280_a,7
00004281_a,7
00004282_a,7
00004283_a,7
00004284_a,7
00004286_a,7
00004287_a,2
00004288_a,2
00004289_a,7
00004290_a,2
00004291_a,7
00004292_a,7
00004293_a,7
00004294_a,7
00004295_a,0
00004296_a,2
00004297_a,2
00004298_a,7
00004299_a,7
00004300_a,2
00004301_a,2
00004302_a,7
00004303_a,7
00004304_a,2
00004305_a,7
00004306_a,7
00004307_a,2
00004308_a,7
00004309_a,7
00004310_a,7
00004311_a,7
00004312_a,7
00004313_a,4
00004314_a,7
00004315_a,7
00004316_a,2
00004317_a,7
00004318_a,7
00004319_a,7
00004320_a,7
00004321_a,7
00004322_a,2
00004323_a,7
00004324_a,7
00004325_a,7
00004326_a,7
00004327_a,7
00004328_a,7
00004329_a,7
00004330_a,2
00004331_a,7
00004333_a,7
00004334_a,2
00004335_a,7
00004336_a,4
00004337_a,4
00004338_a,7
00004339_a,7
00004340_a,7
00004341_a,7
00004342_a,7
00004343_a,7
00004344_a,7
00004345_a,7
00004346_a,7
00004347_a,5
00004348_a,7
00004349_a,7
00004350_a,7
00004351_a,7
00004352_a,2
00004353_a,7
00004354_a,2
00004355_a,7
00004357_a,4
00004358_a,2
00004359_a,7
00004360_a,7
00004363_a,7
00004364_a,7
00004365_a,2
00004366_a,2
00004367_a,2
00004368_a,7
00004369_a,7
00004370_a,7
00004371_a,2
00004372_a,2
00004373_a,7
00004374_a,7
00004375_a,7
00004376_a,2
00004377_a,7
00004378_a,2
00004379_a,7
00004380_a,0
00004381_a,7
00004382_a,7
00004383_a,7
00004385_a,7
00004386_a,7
00004387_a,2
00004388_a,7
00004389_a,7
00004390_a,2
00004391_a,7
00004392_a,7
00004393_a,7
00004394_a,7
00004395_a,7
00004396_a,7
00004397_a,4
00004398_a,7
00004399_a,7
00004400_a,7
00004401_a,0
00004402_a,7
00004403_a,7
00004404_a,7
00004405_a,7
00004406_a,7
00004407_a,7
00004409_a,7
00004410_a,7
00004411_a,7
00004412_a,7
00004413_a,7
00004414_a,7
00004415_a,7
00004416_a,3
00004417_a,7
00004418_a,7
00004419_a,7
00004420_a,7
00004421_a,2
00004422_a,2
00004423_a,2
00004424_a,0
00004425_a,7
00004426_a,7
00004427_a,7
00004428_a,4
00004429_a,7
00004430_a,7
00004431_a,7
00004432_a,7
00004433_a,2
00004435_a,7
00004436_a,7
00004437_a,2
00004438_a,2
00004439_a,7
00004440_a,7
00004441_a,7
00004442_a,7
00004443_a,7
00004444_a,7
00004445_a,7
00004446_a,7
00004447_a,2
00004448_a,7
00004449_a,7
00004450_a,7
00004451_a,2
00004452_a,7
00004453_a,7
00004454_a,7
00004455_a,7
00004456_a,7
00004457_a,3
00004458_a,4
00004459_a,7
00004460_a,2
00004461_a,7
00004462_a,3
00004463_a,7
00004464_a,7
00004465_a,2
00004466_a,7
00004467_a,7
00004468_a,4
00004469_a,7
00004470_a,7
00004471_a,2
00004472_a,7
00004473_a,7
00004474_a,2
00004475_a,7
00004476_a,7
00004477_a,7
00004478_a,7
00004479_a,7
00004481_a,7
00004482_a,7
00004483_a,7
00004484_a,2
00004485_a,7
00004486_a,7
00004487_a,7
00004488_a,7
00004489_a,7
00004490_a,2
00004491_a,2
00004492_a,7
00004493_a,2
00004494_a,2
00004495_a,2
00004496_a,7
00004497_a,7
00004498_a,2
00004499_a,7
00004500_a,2
00004501_a,7
00004502_a,2
00004503_a,3
00004504_a,7
00004505_a,7
00004506_a,7
00004507_a,7
00004508_a,7
00004509_a,7
00004510_a,7
00004511_a,7
00004512_a,7
00004513_a,4
00004514_a,7
00004515_a,7
00004516_a,7
00004517_a,7
00004518_a,7
00004519_a,7
00004520_a,7
00004521_a,2
00004522_a,3
00004523_a,7
00004524_a,7
00004525_a,7
00004526_a,7
00004527_a,2
00004528_a,7
00004529_a,7
00004530_a,2
00004531_a,7
00004532_a,7
00004533_a,7
00004534_a,7
00004535_a,7
00004536_a,2
00004537_a,7
00004538_a,7
00004539_a,7
00004540_a,7
00004541_a,7
00004542_a,7
00004543_a,7
00004544_a,2
00004545_a,1
00004546_a,3
00004547_a,7
00004548_a,4
00004549_a,7
00004550_a,7
00004551_a,7
00004552_a,7
00004553_a,0
00004554_a,7
00004555_a,7
00004556_a,7
00004557_a,2
00004558_a,7
00004559_a,7
00004561_a,4
00004562_a,7
00004563_a,7
00004564_a,7
00004565_a,7
00004566_a,7
00004567_a,7
00004568_a,7
00004569_a,7
00004570_a,7
00004571_a,2
00004572_a,7
00004573_a,7
00004574_a,7
00004575_a,7
00004576_a,7
00004577_a,7
00004578_a,7
00004579_a,7
00004580_a,7
00004581_a,7
00004582_a,7
00004583_a,7
00004584_a,7
00004585_a,7
00004586_a,7
00004587_a,7
00004588_a,7
00004589_a,7
00004590_a,2
00004591_a,7
00004592_a,7
00004593_a,7
00004594_a,7
00004595_a,4
00004596_a,0
00004597_a,7
00004599_a,7
00004600_a,7
00004601_a,7
00004602_a,4
00004603_a,7
00004604_a,4
00004605_a,4
00004606_a,4
00004607_a,2
00004608_a,0
00004609_a,7
00004610_a,2
00004611_a,2
00004612_a,2
00004613_a,2
00004614_a,7
00004615_a,7
00004616_a,7
00004617_a,2
00004618_a,7
00004619_a,7
00004620_a,7
00004621_a,7
00004622_a,7
00004623_a,7
00004624_a,7
00004625_a,7
00004626_a,7
00004627_a,2
00004628_a,7
00004629_a,7
00004630_a,3
00004631_a,7
00004632_a,4
00004633_a,4
00004634_a,7
00004635_a,2
00004636_a,2
00004638_a,2
00004639_a,7
00004640_a,7
00004641_a,4
00004642_a,7
00004643_a,7
00004644_a,7
00004645_a,7
00004646_a,2
00004647_a,2
00004649_a,7
00004650_a,7
00004651_a,2
00004652_a,7
00004653_a,7
00004654_a,7
00004655_a,2
00004656_a,4
00004657_a,7
00004658_a,2
00004659_a,2
00004660_a,0
00004661_a,7
00004662_a,7
00004663_a,2
00004664_a,7
00004665_a,7
00004666_a,7
00004667_a,7
00004669_a,7
00004670_a,7
00004671_a,7
00004672_a,2
00004673_a,7
00004674_a,7
00004675_a,7
00004676_a,7
00004677_a,3
00004678_a,7
00004679_a,7
00004680_a,7
00004681_a,4
00004682_a,7
00004683_a,7
00004684_a,7
00004685_a,2
00004686_a,7
00004687_a,0
00004688_a,7
00004689_a,7
00004690_a,7
00004691_a,7
00004692_a,7
00004693_a,7
00004694_a,7
00004695_a,2
00004696_a,7
00004697_a,7
00004698_a,2
00004699_a,2
00004700_a,7
00004701_a,7
00004702_a,7
00004703_a,7
00004704_a,7
00004705_a,7
00004706_a,7
00004707_a,7
00004708_a,2
00004709_a,4
00004710_a,7
00004711_a,4
00004712_a,7
00004713_a,2
00004714_a,3
00004715_a,7
00004716_a,2
00004717_a,7
00004718_a,7
00004719_a,7
00004720_a,7
00004721_a,7
00004722_a,2
00004723_a,2
00004724_a,7
00004725_a,7
00004726_a,7
00004727_a,4
00004728_a,7
00004729_a,7
00004730_a,7
00004731_a,7
00004732_a,7
00004733_a,7
00004734_a,2
00004735_a,2
00004736_a,7
00004737_a,7
00004738_a,2
00004739_a,7
00004740_a,7
00004741_a,7
00004742_a,7
00004743_a,7
00004745_a,0
00004746_a,7
00004747_a,2
00004748_a,2
00004749_a,0
00004750_a,7
00004751_a,7
00004752_a,7
00004753_a,7
00004754_a,7
00004755_a,7
00004756_a,7
00004757_a,7
00004758_a,7
00004759_a,7
00004760_a,7
00004761_a,2
00004762_a,4
00004763_a,7
00004764_a,7
00004765_a,4
00004766_a,0
00004767_a,4
00004768_a,2
00004769_a,4
00004770_a,3
00004771_a,7
00004772_a,7
00004773_a,7
00004774_a,7
00004775_a,7
00004776_a,7
00004777_a,7
00004778_a,7
00004779_a,2
00004780_a,7
00004781_a,7
00004782_a,3
00004783_a,7
00004784_a,7
00004785_a,7
00004786_a,7
00004787_a,7
00004788_a,2
00004789_a,7
00004790_a,7
00004791_a,7
00004792_a,7
00004793_a,4
00004794_a,2
00004795_a,2
00004796_a,7
00004797_a,7
00004798_a,7
00004799_a,2
00004800_a,7
00004801_a,7
00004802_a,7
00004803_a,7
00004804_a,4
00004805_a,4
00004806_a,7
00004807_a,4
00004808_a,7
00004809_a,6
00004810_a,7
00004811_a,0
00004812_a,7
00004813_a,7
00004814_a,7
00004815_a,7
00004816_a,2
00004817_a,2
00004819_a,4
00004820_a,7
00004821_a,2
00004822_a,7
00004823_a,7
00004824_a,7
00004825_a,7
00004826_a,0
00004827_a,2
00004828_a,7
00004829_a,0
00004830_a,7
00004831_a,7
00004832_a,7
00004833_a,7
00004834_a,2
00004835_a,7
00004836_a,7
00004837_a,7
00004838_a,2
00004839_a,7
00004840_a,7
00004841_a,7
00004842_a,4
00004843_a,7
00004844_a,7
00004845_a,7
00004846_a,4
00004847_a,2
00004848_a,7
00004849_a,2
00004850_a,7
00004851_a,7
00004852_a,7
00004853_a,7
00004854_a,7
00004855_a,7
00004856_a,7
00004857_a,7
00004858_a,7
00004859_a,7
00004860_a,7
00004861_a,7
00004862_a,7
00004863_a,7
00004864_a,7
00004865_a,7
00004866_a,7
00004867_a,7
00004868_a,7
00004869_a,2
00004870_a,7
00004871_a,7
00004872_a,7
00004873_a,7
00004874_a,7
00004875_a,7
00004876_a,7
00004877_a,2
00004878_a,7
00004879_a,2
00004880_a,4
00004881_a,7
00004882_a,1
00004883_a,2
00004884_a,2
00004885_a,7
00004886_a,2
00004887_a,7
00004888_a,2
00004889_a,7
00004890_a,7
00004891_a,7
00004892_a,7
00004893_a,7
00004894_a,7
00004895_a,7
00004896_a,7
00004897_a,7
00004898_a,7
00004899_a,7
00004900_a,7
00004901_a,7
00004902_a,2
00004903_a,7
00004904_a,7
00004905_a,4
00004906_a,2
00004907_a,4
00004908_a,7
00004909_a,2
00004910_a,7
00004911_a,7
00004912_a,7
00004913_a,7
00004914_a,2
00004915_a,7
00004916_a,7
00004917_a,7
00004918_a,7
00004919_a,7
00004920_a,7
00004921_a,6
00004922_a,2
00004923_a,7
00004924_a,7
00004925_a,0
00004926_a,2
00004928_a,2
00004929_a,3
00004930_a,7
00004931_a,7
00004932_a,7
00004933_a,2
00004934_a,7
00004935_a,7
00004936_a,2
00004937_a,2
00004938_a,7
00004939_a,2
00004940_a,7
00004941_a,7
00004942_a,7
00004943_a,7
00004944_a,7
00004945_a,7
00004946_a,7
00004947_a,7
00004948_a,2
00004949_a,7
00004950_a,2
00004951_a,7
00004952_a,2
00004953_a,7
00004954_a,7
00004955_a,2
00004956_a,7
00004957_a,7
00004958_a,7
00004959_a,7
00004960_a,7
00004961_a,2
00004962_a,7
00004963_a,7
00004964_a,7
00004965_a,7
00004966_a,7
00004967_a,7
00004968_a,2
00004969_a,7
00004970_a,7
00004971_a,2
00004972_a,2
00004973_a,7
00004974_a,7
00004975_a,7
00004976_a,7
00004977_a,2
00004978_a,7
00004979_a,7
00004980_a,7
00004981_a,2
00004982_a,2
00004983_a,7
00004984_a,7
00004985_a,7
00004986_a,7
00004987_a,4
00004988_a,7
00004989_a,7
00004990_a,2
00004991_a,7
00004992_a,2
00004993_a,7
00004994_a,7
00004995_a,7
00004996_a,0
00004997_a,7
00004998_a,7
00004999_a,7
00005000_a,7
00005001_a,2
00005002_a,2
00005003_a,7
00005004_a,7
00005005_a,2
00005006_a,7
00005007_a,7
00005008_a,2
00005009_a,0
00005010_a,7
00005011_a,7
00005012_a,7
00005013_a,7
00005014_a,7
00005015_a,7
00005016_a,7
00005017_a,7
00005018_a,7
00005019_a,7
00005020_a,2
00005021_a,7
00005022_a,2
00005023_a,7
00005024_a,7
00005025_a,7
00005026_a,2
00005027_a,4
00005029_a,7
00005030_a,7
00005031_a,7
00005032_a,7
00005033_a,7
00005034_a,7
00005035_a,7
00005036_a,4
00005037_a,7
00005038_a,7
00005039_a,4
00005040_a,2
00005041_a,7
00005042_a,4
00005043_a,7
00005044_a,7
00005045_a,2
00005046_a,2
00005047_a,7
00005048_a,7
00005049_a,7
00005050_a,7
00005051_a,7
00005052_a,7
00005053_a,7
00005054_a,7
00005055_a,7
00005056_a,7
00005057_a,7
00005058_a,3
00005059_a,7
00005060_a,7
00005061_a,7
00005062_a,7
00005063_a,7
00005064_a,7
00005065_a,7
00005066_a,7
00005067_a,7
00005068_a,7
00005069_a,7
00005070_a,7
00005071_a,7
00005072_a,7
00005073_a,7
00005074_a,2
00005075_a,2
00005076_a,2
00005077_a,7
00005078_a,2
00005079_a,0
00005080_a,2
00005081_a,7
00005082_a,7
00005083_a,0
00005084_a,7
00005085_a,7
00005086_a,7
00005087_a,7
00005088_a,7
00005089_a,3
00005090_a,7
00005091_a,7
00005092_a,2
00005093_a,2
00005094_a,4
00005095_a,7
00005096_a,7
00005097_a,7
00005098_a,2
00005099_a,7
00005100_a,4
00005101_a,2
00005102_a,7
00005103_a,7
00005104_a,2
00005105_a,7
00005106_a,7
00005107_a,2
00005108_a,7
00005109_a,7
00005110_a,7
00005111_a,7
00005112_a,7
00005113_a,2
00005114_a,7
00005115_a,7
00005116_a,7
00005117_a,7
00005118_a,7
00005119_a,7
00005120_a,7
00005121_a,7
00005122_a,7
00005123_a,7
00005124_a,3
00005125_a,2
00005126_a,7
00005127_a,7
00005128_a,7
00005129_a,7
00005130_a,2
00005131_a,7
00005132_a,2
00005133_a,7
00005134_a,7
00005135_a,7
00005136_a,7
00005137_a,7
00005138_a,4
00005139_a,7
00005140_a,7
00005142_a,7
00005143_a,7
00005144_a,7
00005145_a,7
00005146_a,7
00005147_a,7
00005148_a,2
00005149_a,7
00005150_a,7
00005151_a,2
00005152_a,2
00005153_a,7
00005154_a,7
00005155_a,7
00005156_a,2
00005157_a,4
00005158_a,7
00005159_a,2
00005160_a,7
00005161_a,7
00005162_a,7
00005163_a,7
00005164_a,4
00005165_a,0
00005166_a,4
00005167_a,7
00005168_a,7
00005169_a,7
00005170_a,2
00005171_a,7
00005172_a,7
00005173_a,7
00005174_a,7
00005175_a,5
00005176_a,7
00005177_a,7
00005178_a,7
00005179_a,7
00005180_a,7
00005181_a,7
00005182_a,7
00005183_a,7
00005184_a,7
00005185_a,7
00005186_a,7
00005187_a,7
00005188_a,7
00005189_a,7
00005190_a,7
00005191_a,7
00005192_a,7
00005193_a,7
00005194_a,2
00005195_a,7
00005196_a,2
00005197_a,7
00005198_a,7
00005199_a,7
00005200_a,2
00005201_a,7
00005202_a,7
00005203_a,7
00005204_a,2
00005205_a,2
00005206_a,7
00005207_a,2
00005208_a,7
00005209_a,7
00005210_a,7
00005211_a,7
00005212_a,7
00005213_a,3
00005214_a,7
00005215_a,7
00005216_a,7
00005217_a,2
00005218_a,7
00005220_a,7
00005221_a,2
00005222_a,7
00005223_a,7
00005224_a,7
00005225_a,7
00005226_a,7
00005227_a,7
00005228_a,4
00005229_a,7
00005230_a,4
00005231_a,7
00005232_a,7
00005233_a,7
00005234_a,7
00005235_a,7
00005236_a,2
00005237_a,7
00005238_a,7
00005239_a,7
00005240_a,7
00005241_a,2
00005242_a,7
00005244_a,7
00005245_a,0
00005246_a,7
00005247_a,7
00005248_a,7
00005249_a,2
00005250_a,7
00005251_a,7
00005252_a,7
00005253_a,4
00005254_a,7
00005255_a,7
00005256_a,7
00005257_a,2
00005258_a,7
00005259_a,7
00005260_a,2
00005261_a,7
00005262_a,7
00005263_a,7
00005264_a,4
00005265_a,4
00005266_a,7
00005267_a,7
00005268_a,7
00005269_a,2
00005270_a,2
00005271_a,7
00005272_a,2
00005273_a,7
00005274_a,4
00005275_a,2
00005276_a,7
00005277_a,0
00005278_a,7
00005279_a,2
00005280_a,7
00005281_a,2
00005282_a,7
00005283_a,7
00005284_a,7
00005285_a,2
00005286_a,7
00005287_a,7
00005288_a,2
00005289_a,2
00005290_a,7
00005291_a,2
00005292_a,7
00005293_a,7
00005294_a,2
00005295_a,7
00005296_a,7
00005297_a,2
00005298_a,7
00005299_a,2
00005300_a,2
00005301_a,7
00005302_a,2
00005303_a,7
00005304_a,7
00005305_a,2
00005306_a,2
00005307_a,2
00005308_a,7
00005309_a,2
00005310_a,2
00005311_a,4
00005312_a,2
00005313_a,7
00005314_a,7
